,conf,currYr,label,source,value,year,unit,doc_companieshouseregisterednumber
24,94.0,1.0,Shareholders funds,Shareholders funds 8398515 8158653,8398515,2016.0,£,./example_data_PDF/00782931.pdf
25,94.0,0.0,Shareholders funds,Shareholders funds 8398515 8158653,8158653,2015.0,£,./example_data_PDF/00782931.pdf
0,91.0,1.0,Note,Note 000 000,000,2015.0,£'000,./example_data_PDF/3824626.pdf
1,88.0,0.0,Note,Note 000 000,000,2014.0,£'000,./example_data_PDF/3824626.pdf
2,95.0,1.0,Tangible assets,Tangible assets 21092 22084,21092,2015.0,£'000,./example_data_PDF/3824626.pdf
3,96.0,0.0,Tangible assets,Tangible assets 21092 22084,22084,2014.0,£'000,./example_data_PDF/3824626.pdf
4,96.0,1.0,Stocks,Stocks 7386 7990,7386,2015.0,£'000,./example_data_PDF/3824626.pdf
5,96.0,0.0,Stocks,Stocks 7386 7990,7990,2014.0,£'000,./example_data_PDF/3824626.pdf
6,96.0,1.0,Debtors,Debtors 6337 7419,6337,2015.0,£'000,./example_data_PDF/3824626.pdf
7,96.0,0.0,Debtors,Debtors 6337 7419,7419,2014.0,£'000,./example_data_PDF/3824626.pdf
8,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 681 490,681,2015.0,£'000,./example_data_PDF/3824626.pdf
9,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 681 490,490,2014.0,£'000,./example_data_PDF/3824626.pdf
10,96.0,1.0,CREDITORS amounts falling due within one year,CREDITORS amounts falling due within one year 20 13604 13993,13604,2015.0,£'000,./example_data_PDF/3824626.pdf
11,96.0,0.0,CREDITORS amounts falling due within one year,CREDITORS amounts falling due within one year 20 13604 13993,13993,2014.0,£'000,./example_data_PDF/3824626.pdf
12,96.0,1.0,NET CURRENT ASSETS,NET CURRENT ASSETS 800 1906,800,2015.0,£'000,./example_data_PDF/3824626.pdf
13,95.0,0.0,NET CURRENT ASSETS,NET CURRENT ASSETS 800 1906,1906,2014.0,£'000,./example_data_PDF/3824626.pdf
14,96.0,1.0,TOTAL ASSETS LESS CURRENT LIABILITIES,TOTAL ASSETS LESS CURRENT LIABILITIES 22666 24627,22666,2015.0,£'000,./example_data_PDF/3824626.pdf
15,95.0,0.0,TOTAL ASSETS LESS CURRENT LIABILITIES,TOTAL ASSETS LESS CURRENT LIABILITIES 22666 24627,24627,2014.0,£'000,./example_data_PDF/3824626.pdf
16,95.0,1.0,CREDITORS Amounts falling due after more than one year,CREDITORS Amounts falling due after more than one year 21 4323 7189,4323,2015.0,£'000,./example_data_PDF/3824626.pdf
17,96.0,0.0,CREDITORS Amounts falling due after more than one year,CREDITORS Amounts falling due after more than one year 21 4323 7189,7189,2014.0,£'000,./example_data_PDF/3824626.pdf
18,96.0,1.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 24 40 10,40,2015.0,£'000,./example_data_PDF/3824626.pdf
19,96.0,0.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 24 40 10,10,2014.0,£'000,./example_data_PDF/3824626.pdf
20,95.0,1.0,NET ASSETS,NET ASSETS 18303 17428,18303,2015.0,£'000,./example_data_PDF/3824626.pdf
21,88.0,0.0,NET ASSETS,NET ASSETS 18303 17428,17428,2014.0,£'000,./example_data_PDF/3824626.pdf
22,96.0,1.0,Called up share capital,Called up share capital 25 15000 15000,15000,2015.0,£'000,./example_data_PDF/3824626.pdf
23,96.0,0.0,Called up share capital,Called up share capital 25 15000 15000,15000,2014.0,£'000,./example_data_PDF/3824626.pdf
24,95.0,1.0,Profit and loss account,Profit and loss account 26 3303 2428,3303,2015.0,£'000,./example_data_PDF/3824626.pdf
25,96.0,0.0,Profit and loss account,Profit and loss account 26 3303 2428,2428,2014.0,£'000,./example_data_PDF/3824626.pdf
26,93.0,1.0,TOTAL SHAREHOLDERS FUNDS,TOTAL SHAREHOLDERS FUNDS 18303 17428,18303,2015.0,£'000,./example_data_PDF/3824626.pdf
27,95.0,0.0,TOTAL SHAREHOLDERS FUNDS,TOTAL SHAREHOLDERS FUNDS 18303 17428,17428,2014.0,£'000,./example_data_PDF/3824626.pdf
0,96.0,1.0,Note,Note 2016 2015,2016,2016.0,£,./example_data_PDF/00468115.pdf
1,96.0,0.0,Note,Note 2016 2015,2015,2015.0,£,./example_data_PDF/00468115.pdf
2,96.0,1.0,Taupible assets,Taupible assets 9 6486572 6410368,6486572,2016.0,£,./example_data_PDF/00468115.pdf
3,95.0,0.0,Taupible assets,Taupible assets 9 6486572 6410368,6410368,2015.0,£,./example_data_PDF/00468115.pdf
4,96.0,1.0,Investments,Investments 10 97500 97500,97500,2016.0,£,./example_data_PDF/00468115.pdf
5,96.0,0.0,Investments,Investments 10 97500 97500,97500,2015.0,£,./example_data_PDF/00468115.pdf
6,96.0,1.0,Stocks il,Stocks il 13985078 14715233,13985078,2016.0,£,./example_data_PDF/00468115.pdf
7,96.0,0.0,Stocks il,Stocks il 13985078 14715233,14715233,2015.0,£,./example_data_PDF/00468115.pdf
8,92.0,1.0,Debtors,Debtors 12 14665424 15436662,14665424,2016.0,£,./example_data_PDF/00468115.pdf
9,96.0,0.0,Debtors,Debtors 12 14665424 15436662,15436662,2015.0,£,./example_data_PDF/00468115.pdf
10,95.0,1.0,Derivative financial assets,Derivative financial assets 879419 695056,879419,2016.0,£,./example_data_PDF/00468115.pdf
11,95.0,0.0,Derivative financial assets,Derivative financial assets 879419 695056,695056,2015.0,£,./example_data_PDF/00468115.pdf
12,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 13 31735666 33126048,31735666,2016.0,£,./example_data_PDF/00468115.pdf
13,95.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 13 31735666 33126048,33126048,2015.0,£,./example_data_PDF/00468115.pdf
14,96.0,1.0,Derivative financial liabilities,Derivative financial liabilities 51252 624708,51252,2016.0,£,./example_data_PDF/00468115.pdf
15,95.0,0.0,Derivative financial liabilities,Derivative financial liabilities 51252 624708,624708,2015.0,£,./example_data_PDF/00468115.pdf
16,96.0,1.0,Net current liabilities  assets,31786918 33750756 Net current liabilities  assets 2254534 2903805,2254534,2016.0,£,./example_data_PDF/00468115.pdf
17,93.0,0.0,Net current liabilities  assets,31786918 33750756 Net current liabilities  assets 2254534 2903805,2903805,2015.0,£,./example_data_PDF/00468115.pdf
18,81.0,1.0,Total assets less current liabilities,Total assets less current liabilities 4923411 3604063,4923411,2016.0,£,./example_data_PDF/00468115.pdf
19,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 4923411 3604063,3604063,2015.0,£,./example_data_PDF/00468115.pdf
20,96.0,1.0,Creditors amounts falling due after more than one year,Creditors amounts falling due after more than one year 14 182410 251342,182410,2016.0,£,./example_data_PDF/00468115.pdf
21,96.0,0.0,Creditors amounts falling due after more than one year,Creditors amounts falling due after more than one year 14 182410 251342,251342,2015.0,£,./example_data_PDF/00468115.pdf
22,96.0,1.0,Provisions for liabilities and deferred tax liabilities,liabilities 16  561611 372464,561611,2016.0,£,./example_data_PDF/00468115.pdf
23,81.0,0.0,Provisions for liabilities and deferred tax liabilities,liabilities 16  561611 372464,372464,2015.0,£,./example_data_PDF/00468115.pdf
24,95.0,1.0,Net assets,Net assets 4179390 2980257,4179390,2016.0,£,./example_data_PDF/00468115.pdf
25,96.0,0.0,Net assets,Net assets 4179390 2980257,2980257,2015.0,£,./example_data_PDF/00468115.pdf
26,95.0,1.0,Called up share capital  .,Called up share capital 17 . 1220000 1220000,1220000,2016.0,£,./example_data_PDF/00468115.pdf
27,96.0,0.0,Called up share capital  .,Called up share capital 17 . 1220000 1220000,1220000,2015.0,£,./example_data_PDF/00468115.pdf
28,96.0,1.0,Cash flow hedge,Cash flow hedge  652458 78770,652458,2016.0,£,./example_data_PDF/00468115.pdf
29,96.0,0.0,Cash flow hedge,Cash flow hedge  652458 78770,78770,2015.0,£,./example_data_PDF/00468115.pdf
30,94.0,1.0,Profit and loss account,Profit and loss account 2306932 1681487,2306932,2016.0,£,./example_data_PDF/00468115.pdf
31,96.0,0.0,Profit and loss account,Profit and loss account 2306932 1681487,1681487,2015.0,£,./example_data_PDF/00468115.pdf
32,92.0,1.0,Shareholders funds,Shareholders funds 4179390 2980257,4179390,2016.0,£,./example_data_PDF/00468115.pdf
33,96.0,0.0,Shareholders funds,Shareholders funds 4179390 2980257,2980257,2015.0,£,./example_data_PDF/00468115.pdf
0,95.0,1.0,Notes,Notes 2016 2015,2016,2016.0,£'000,./example_data_PDF/01337451.pdf
1,95.0,0.0,Notes,Notes 2016 2015,2015,2015.0,£'000,./example_data_PDF/01337451.pdf
2,87.0,1.0,Intangible assets,Intangible assets 9 21196 27 637,27,2016.0,£'000,./example_data_PDF/01337451.pdf
3,92.0,0.0,Intangible assets,Intangible assets 9 21196 27 637,637,2015.0,£'000,./example_data_PDF/01337451.pdf
4,93.0,1.0,Property plant and equipment,Property plant and equipment 10 37548 42617,37548,2016.0,£'000,./example_data_PDF/01337451.pdf
5,93.0,0.0,Property plant and equipment,Property plant and equipment 10 37548 42617,42617,2015.0,£'000,./example_data_PDF/01337451.pdf
6,96.0,1.0,Investments,Investments 11 180 180,180,2016.0,£'000,./example_data_PDF/01337451.pdf
7,96.0,0.0,Investments,Investments 11 180 180,180,2015.0,£'000,./example_data_PDF/01337451.pdf
8,96.0,1.0,Deferred tax assets,Deferred tax assets 13 7532 5439,7532,2016.0,£'000,./example_data_PDF/01337451.pdf
9,94.0,0.0,Deferred tax assets,Deferred tax assets 13 7532 5439,5439,2015.0,£'000,./example_data_PDF/01337451.pdf
10,96.0,1.0,Inventories,Inventories 14 10447 16615,10447,2016.0,£'000,./example_data_PDF/01337451.pdf
11,95.0,0.0,Inventories,Inventories 14 10447 16615,16615,2015.0,£'000,./example_data_PDF/01337451.pdf
12,96.0,1.0,Trade and other receivables,Trade and other receivables 15 153825 164571,153825,2016.0,£'000,./example_data_PDF/01337451.pdf
13,95.0,0.0,Trade and other receivables,Trade and other receivables 15 153825 164571,164571,2015.0,£'000,./example_data_PDF/01337451.pdf
14,96.0,1.0,Cash and cash equivalents,Cash and cash equivalents 282 283,282,2016.0,£'000,./example_data_PDF/01337451.pdf
15,96.0,0.0,Cash and cash equivalents,Cash and cash equivalents 282 283,283,2015.0,£'000,./example_data_PDF/01337451.pdf
16,86.0,1.0,Total assets,Total assets 235099 257342,235099,2016.0,£'000,./example_data_PDF/01337451.pdf
17,96.0,0.0,Total assets,Total assets 235099 257342,257342,2015.0,£'000,./example_data_PDF/01337451.pdf
18,96.0,1.0,Trade and other payables,Trade and other payables 16 1602 8080,1602,2016.0,£'000,./example_data_PDF/01337451.pdf
19,96.0,0.0,Trade and other payables,Trade and other payables 16 1602 8080,8080,2015.0,£'000,./example_data_PDF/01337451.pdf
20,96.0,1.0,Retirement benefit obligations,Retirement benefit obligations 17 22700 14000,22700,2016.0,£'000,./example_data_PDF/01337451.pdf
21,96.0,0.0,Retirement benefit obligations,Retirement benefit obligations 17 22700 14000,14000,2015.0,£'000,./example_data_PDF/01337451.pdf
22,96.0,1.0,Provisions,Provisions 18  63,18,2016.0,£'000,./example_data_PDF/01337451.pdf
23,81.0,0.0,Provisions,Provisions 18  63,63,2015.0,£'000,./example_data_PDF/01337451.pdf
24,96.0,1.0,Trade and other payables,Trade and other payables 16 251384 221893,251384,2016.0,£'000,./example_data_PDF/01337451.pdf
25,93.0,0.0,Trade and other payables,Trade and other payables 16 251384 221893,221893,2015.0,£'000,./example_data_PDF/01337451.pdf
26,95.0,1.0,Provisions,Provisions 18 348 611,348,2016.0,£'000,./example_data_PDF/01337451.pdf
27,96.0,0.0,Provisions,Provisions 18 348 611,611,2015.0,£'000,./example_data_PDF/01337451.pdf
28,96.0,1.0,Total liabilities   Net liabilitiesassets,Total liabilities 276040 244647 Net liabilitiesassets 40941 12695,40941,2016.0,£'000,./example_data_PDF/01337451.pdf
29,96.0,0.0,Total liabilities   Net liabilitiesassets,Total liabilities 276040 244647 Net liabilitiesassets 40941 12695,12695,2015.0,£'000,./example_data_PDF/01337451.pdf
30,96.0,1.0,Issued share capital,Issued share capital 19 125 125,125,2016.0,£'000,./example_data_PDF/01337451.pdf
31,96.0,0.0,Issued share capital,Issued share capital 19 125 125,125,2015.0,£'000,./example_data_PDF/01337451.pdf
32,96.0,1.0,Share premium Other reserves Retained deficit  earnings Total deficit  equity None,Share premium Other reserves Retained deficit  earnings Total deficit  equity None 587 587 19 16801 11056 58454 927 40941 12695,40941,2016.0,£'000,./example_data_PDF/01337451.pdf
33,96.0,0.0,Share premium Other reserves Retained deficit  earnings Total deficit  equity None,Share premium Other reserves Retained deficit  earnings Total deficit  equity None 587 587 19 16801 11056 58454 927 40941 12695,12695,2015.0,£'000,./example_data_PDF/01337451.pdf
0,96.0,1.0,Debtors,Debtors  5 108 108,108,2016.0,£,./example_data_PDF/04802747.pdf
1,97.0,0.0,Debtors,Debtors  5 108 108,108,2015.0,£,./example_data_PDF/04802747.pdf
2,96.0,1.0,Called up share capital,Called up share capital 6 100 100,100,2016.0,£,./example_data_PDF/04802747.pdf
3,96.0,0.0,Called up share capital,Called up share capital 6 100 100,100,2015.0,£,./example_data_PDF/04802747.pdf
4,96.0,1.0,Profit and loss account,Profit and loss account 8 8,8,2016.0,£,./example_data_PDF/04802747.pdf
5,96.0,0.0,Profit and loss account,Profit and loss account 8 8,8,2015.0,£,./example_data_PDF/04802747.pdf
6,96.0,1.0,Total equity,Total equity 108 108,108,2016.0,£,./example_data_PDF/04802747.pdf
7,96.0,0.0,Total equity,Total equity 108 108,108,2015.0,£,./example_data_PDF/04802747.pdf
0,96.0,1.0,Note,Note 000 000,000,2016.0,£000,./example_data_PDF/04558828.pdf
1,96.0,0.0,Note,Note 000 000,000,2015.0,£000,./example_data_PDF/04558828.pdf
2,96.0,1.0,Debtors,Debtors 9 26251 29473,26251,2016.0,£000,./example_data_PDF/04558828.pdf
3,96.0,0.0,Debtors,Debtors 9 26251 29473,29473,2015.0,£000,./example_data_PDF/04558828.pdf
4,95.0,1.0,Creditors amounts falling due within one year,year 11 1823 3139,1823,2016.0,£000,./example_data_PDF/04558828.pdf
5,96.0,0.0,Creditors amounts falling due within one year,year 11 1823 3139,3139,2015.0,£000,./example_data_PDF/04558828.pdf
6,96.0,1.0,Net current assets,Net current assets 24438 26334,24438,2016.0,£000,./example_data_PDF/04558828.pdf
7,94.0,0.0,Net current assets,Net current assets 24438 26334,26334,2015.0,£000,./example_data_PDF/04558828.pdf
8,96.0,1.0,Provisions for liabilities,Provisions for liabilities 13  2007,13,2016.0,£000,./example_data_PDF/04558828.pdf
9,91.0,0.0,Provisions for liabilities,Provisions for liabilities 13  2007,2007,2015.0,£000,./example_data_PDF/04558828.pdf
10,94.0,1.0,Net assets,Net assets 24438 24327,24438,2016.0,£000,./example_data_PDF/04558828.pdf
11,96.0,0.0,Net assets,Net assets 24438 24327,24327,2015.0,£000,./example_data_PDF/04558828.pdf
12,83.0,1.0,Called up share capital,Called up share capital 14 1 1,1,2016.0,£000,./example_data_PDF/04558828.pdf
13,96.0,0.0,Called up share capital,Called up share capital 14 1 1,1,2015.0,£000,./example_data_PDF/04558828.pdf
14,95.0,1.0,Profit and loss account,Profit and loss account 15 24437 24326,24437,2016.0,£000,./example_data_PDF/04558828.pdf
15,96.0,0.0,Profit and loss account,Profit and loss account 15 24437 24326,24326,2015.0,£000,./example_data_PDF/04558828.pdf
0,97.0,1.0,Notes,Notes 000 000,000,2016.0,£000,./example_data_PDF/02430955.pdf
1,96.0,0.0,Notes,Notes 000 000,000,2015.0,£000,./example_data_PDF/02430955.pdf
2,92.0,1.0,Tangible assets,Tangible assets 10 17983 22524,17983,2016.0,£000,./example_data_PDF/02430955.pdf
3,96.0,0.0,Tangible assets,Tangible assets 10 17983 22524,22524,2015.0,£000,./example_data_PDF/02430955.pdf
4,94.0,1.0,Stocks,Stocks   11 41895 48585,41895,2016.0,£000,./example_data_PDF/02430955.pdf
5,95.0,0.0,Stocks,Stocks   11 41895 48585,48585,2015.0,£000,./example_data_PDF/02430955.pdf
6,95.0,1.0,Debtors  12 amounts falling due within one year,amounts falling due within one year 18987 18596,18987,2016.0,£000,./example_data_PDF/02430955.pdf
7,96.0,0.0,Debtors  12 amounts falling due within one year,amounts falling due within one year 18987 18596,18596,2015.0,£000,./example_data_PDF/02430955.pdf
8,96.0,1.0,amounts falling due within one year 18987 18596 amounts falling due after one year,amounts falling due after one year 123 123,123,2016.0,£000,./example_data_PDF/02430955.pdf
9,96.0,0.0,amounts falling due within one year 18987 18596 amounts falling due after one year,amounts falling due after one year 123 123,123,2015.0,£000,./example_data_PDF/02430955.pdf
10,95.0,1.0,Cash at bank and in hand .,Cash at bank and in hand . 2905 3057,2905,2016.0,£000,./example_data_PDF/02430955.pdf
11,95.0,0.0,Cash at bank and in hand .,Cash at bank and in hand . 2905 3057,3057,2015.0,£000,./example_data_PDF/02430955.pdf
12,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 13 72400 71912,72400,2016.0,£000,./example_data_PDF/02430955.pdf
13,96.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 13 72400 71912,71912,2015.0,£000,./example_data_PDF/02430955.pdf
14,90.0,1.0,Net current liabilities,Net current liabilities 8490 1551,8490,2016.0,£000,./example_data_PDF/02430955.pdf
15,96.0,0.0,Net current liabilities,Net current liabilities 8490 1551,1551,2015.0,£000,./example_data_PDF/02430955.pdf
16,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 9493 20973,9493,2016.0,£000,./example_data_PDF/02430955.pdf
17,93.0,0.0,Total assets less current liabilities,Total assets less current liabilities 9493 20973,20973,2015.0,£000,./example_data_PDF/02430955.pdf
18,96.0,1.0,Creditors amounts falling due after more than one year,Creditors amounts falling due after more than one year 14 41261 73302,41261,2016.0,£000,./example_data_PDF/02430955.pdf
19,96.0,0.0,Creditors amounts falling due after more than one year,Creditors amounts falling due after more than one year 14 41261 73302,73302,2015.0,£000,./example_data_PDF/02430955.pdf
20,96.0,1.0,Provisions for liabilities,Provisions for liabilities 15 3355 4404,3355,2016.0,£000,./example_data_PDF/02430955.pdf
21,95.0,0.0,Provisions for liabilities,Provisions for liabilities 15 3355 4404,4404,2015.0,£000,./example_data_PDF/02430955.pdf
22,96.0,1.0,Net liabilities,Net liabilities 35123 56733,35123,2016.0,£000,./example_data_PDF/02430955.pdf
23,96.0,0.0,Net liabilities,Net liabilities 35123 56733,56733,2015.0,£000,./example_data_PDF/02430955.pdf
24,96.0,1.0,Called up share capital,Called up share capital 16 3050 3050,3050,2016.0,£000,./example_data_PDF/02430955.pdf
25,96.0,0.0,Called up share capital,Called up share capital 16 3050 3050,3050,2015.0,£000,./example_data_PDF/02430955.pdf
26,96.0,1.0,Share premium account,Share premium account 17 104016 60609,104016,2016.0,£000,./example_data_PDF/02430955.pdf
27,95.0,0.0,Share premium account,Share premium account 17 104016 60609,60609,2015.0,£000,./example_data_PDF/02430955.pdf
28,96.0,1.0,Capital contribution,Capital contribution  17 12855 12855,12855,2016.0,£000,./example_data_PDF/02430955.pdf
29,96.0,0.0,Capital contribution,Capital contribution  17 12855 12855,12855,2015.0,£000,./example_data_PDF/02430955.pdf
30,96.0,1.0,Profit and loss account,Profit and loss account 155044 133247,155044,2016.0,£000,./example_data_PDF/02430955.pdf
31,96.0,0.0,Profit and loss account,Profit and loss account 155044 133247,133247,2015.0,£000,./example_data_PDF/02430955.pdf
32,96.0,1.0,Shareholders deficit.,Shareholders deficit. 35123 56733,35123,2016.0,£000,./example_data_PDF/02430955.pdf
33,96.0,0.0,Shareholders deficit.,Shareholders deficit. 35123 56733,56733,2015.0,£000,./example_data_PDF/02430955.pdf
0,96.0,1.0,Note,Note 000 000,000,2016.0,£000,./example_data_PDF/00983951.pdf
1,96.0,0.0,Note,Note 000 000,000,2015.0,£000,./example_data_PDF/00983951.pdf
2,96.0,1.0,Intangible assets,Intangible assets 20425 23268,20425,2016.0,£000,./example_data_PDF/00983951.pdf
3,96.0,0.0,Intangible assets,Intangible assets 20425 23268,23268,2015.0,£000,./example_data_PDF/00983951.pdf
4,95.0,1.0,Tangible assets,Tangible assets 11457 11156,11457,2016.0,£000,./example_data_PDF/00983951.pdf
5,92.0,0.0,Tangible assets,Tangible assets 11457 11156,11156,2015.0,£000,./example_data_PDF/00983951.pdf
6,93.0,1.0,Deferred tax asset,Deferred tax asset 4755 4581,4755,2016.0,£000,./example_data_PDF/00983951.pdf
7,52.0,0.0,Deferred tax asset,Deferred tax asset 4755 4581,4581,2015.0,£000,./example_data_PDF/00983951.pdf
8,94.0,1.0,Stocks,Stocks 16 4677 4843,4677,2016.0,£000,./example_data_PDF/00983951.pdf
9,94.0,0.0,Stocks,Stocks 16 4677 4843,4843,2015.0,£000,./example_data_PDF/00983951.pdf
10,87.0,1.0,Debtors,Debtors 17 49750 54297,49750,2016.0,£000,./example_data_PDF/00983951.pdf
11,96.0,0.0,Debtors,Debtors 17 49750 54297,54297,2015.0,£000,./example_data_PDF/00983951.pdf
12,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 2559 492,2559,2016.0,£000,./example_data_PDF/00983951.pdf
13,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 2559 492,492,2015.0,£000,./example_data_PDF/00983951.pdf
14,96.0,1.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year 76850 54753,76850,2016.0,£000,./example_data_PDF/00983951.pdf
15,96.0,0.0,Creditors Amounts falling due within one year,Creditors Amounts falling due within one year 76850 54753,54753,2015.0,£000,./example_data_PDF/00983951.pdf
16,95.0,1.0,Net current assetsliabilities,Net current assetsliabilities 19864 4879,19864,2016.0,£000,./example_data_PDF/00983951.pdf
17,96.0,0.0,Net current assetsliabilities,Net current assetsliabilities 19864 4879,4879,2015.0,£000,./example_data_PDF/00983951.pdf
18,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 16784 43884,16784,2016.0,£000,./example_data_PDF/00983951.pdf
19,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 16784 43884,43884,2015.0,£000,./example_data_PDF/00983951.pdf
20,96.0,1.0,Creditors Amounts falling due after more than one year,Creditors Amounts falling due after more than one year 20  29019,20,2016.0,£000,./example_data_PDF/00983951.pdf
21,64.0,0.0,Creditors Amounts falling due after more than one year,Creditors Amounts falling due after more than one year 20  29019,29019,2015.0,£000,./example_data_PDF/00983951.pdf
22,96.0,1.0,Provision for liabilities,Provision for liabilities 19 719 1770,719,2016.0,£000,./example_data_PDF/00983951.pdf
23,96.0,0.0,Provision for liabilities,Provision for liabilities 19 719 1770,1770,2015.0,£000,./example_data_PDF/00983951.pdf
24,96.0,1.0,Pension assetliability,Pension assetliability 9301 152,9301,2016.0,£000,./example_data_PDF/00983951.pdf
25,96.0,0.0,Pension assetliability,Pension assetliability 9301 152,152,2015.0,£000,./example_data_PDF/00983951.pdf
26,96.0,1.0,Net assets,Net assets 6764 13217,6764,2016.0,£000,./example_data_PDF/00983951.pdf
27,96.0,0.0,Net assets,Net assets 6764 13217,13217,2015.0,£000,./example_data_PDF/00983951.pdf
28,96.0,1.0,Called up share capital,Called up share capital 22 137 137,137,2016.0,£000,./example_data_PDF/00983951.pdf
29,96.0,0.0,Called up share capital,Called up share capital 22 137 137,137,2015.0,£000,./example_data_PDF/00983951.pdf
30,96.0,1.0,Capital reserve,Capital reserve 164 164,164,2016.0,£000,./example_data_PDF/00983951.pdf
31,96.0,0.0,Capital reserve,Capital reserve 164 164,164,2015.0,£000,./example_data_PDF/00983951.pdf
32,96.0,1.0,Profit and loss account,Profit and loss account 6463 12916,6463,2016.0,£000,./example_data_PDF/00983951.pdf
33,96.0,0.0,Profit and loss account,Profit and loss account 6463 12916,12916,2015.0,£000,./example_data_PDF/00983951.pdf
34,96.0,1.0,Shareholders funds,Shareholders funds 6764 13217,6764,2016.0,£000,./example_data_PDF/00983951.pdf
35,96.0,0.0,Shareholders funds,Shareholders funds 6764 13217,13217,2015.0,£000,./example_data_PDF/00983951.pdf
0,96.0,1.0,Tangible assets,Tangible assets 8 3500083 4158561,3500083,2015.0,£,./example_data_PDF/00053475.pdf
1,96.0,0.0,Tangible assets,Tangible assets 8 3500083 4158561,4158561,2014.0,£,./example_data_PDF/00053475.pdf
2,96.0,1.0,Stocks    Debtors,Stocks 9 1366138 1825153 Debtors 10 2998797 2828519,2998797,2015.0,£,./example_data_PDF/00053475.pdf
3,96.0,0.0,Stocks    Debtors,Stocks 9 1366138 1825153 Debtors 10 2998797 2828519,2828519,2014.0,£,./example_data_PDF/00053475.pdf
4,89.0,1.0,Cash at bank and in hand,Cash at bank and in hand 4128 517121,4128,2015.0,£,./example_data_PDF/00053475.pdf
5,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 4128 517121,517121,2014.0,£,./example_data_PDF/00053475.pdf
6,95.0,1.0,Amounts falling due within one year,Amounts falling due within one year 11 4821231 4025411,4821231,2015.0,£,./example_data_PDF/00053475.pdf
7,95.0,0.0,Amounts falling due within one year,Amounts falling due within one year 11 4821231 4025411,4025411,2014.0,£,./example_data_PDF/00053475.pdf
8,96.0,1.0,NET CURRENT LIABILITIESASSETS,NET CURRENT LIABILITIESASSETS 452168 1145382,452168,2015.0,£,./example_data_PDF/00053475.pdf
9,96.0,0.0,NET CURRENT LIABILITIESASSETS,NET CURRENT LIABILITIESASSETS 452168 1145382,1145382,2014.0,£,./example_data_PDF/00053475.pdf
10,95.0,1.0,LIABILITIES,LIABILITIES 3047915 5303943,3047915,2015.0,£,./example_data_PDF/00053475.pdf
11,96.0,0.0,LIABILITIES,LIABILITIES 3047915 5303943,5303943,2014.0,£,./example_data_PDF/00053475.pdf
12,95.0,1.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 15 192885 225705,192885,2015.0,£,./example_data_PDF/00053475.pdf
13,95.0,0.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 15 192885 225705,225705,2014.0,£,./example_data_PDF/00053475.pdf
14,95.0,1.0,NET ASSETS,NET ASSETS 2855030 5078238,2855030,2015.0,£,./example_data_PDF/00053475.pdf
15,96.0,0.0,NET ASSETS,NET ASSETS 2855030 5078238,5078238,2014.0,£,./example_data_PDF/00053475.pdf
16,96.0,1.0,Called up share capital,Called up share capital 16 550000 550000,550000,2015.0,£,./example_data_PDF/00053475.pdf
17,88.0,0.0,Called up share capital,Called up share capital 16 550000 550000,550000,2014.0,£,./example_data_PDF/00053475.pdf
18,93.0,1.0,Retained earnings  .,Retained earnings 17 . 2305030 4528238,2305030,2015.0,£,./example_data_PDF/00053475.pdf
19,92.0,0.0,Retained earnings  .,Retained earnings 17 . 2305030 4528238,4528238,2014.0,£,./example_data_PDF/00053475.pdf
20,94.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 2855030 5078238,2855030,2015.0,£,./example_data_PDF/00053475.pdf
21,96.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 2855030 5078238,5078238,2014.0,£,./example_data_PDF/00053475.pdf
0,52.0,1.0,Note,Note 000 000,000,2015.0,£000,./example_data_PDF/2303730.pdf
1,9.0,0.0,Note,Note 000 000,000,2014.0,£000,./example_data_PDF/2303730.pdf
2,96.0,1.0,Tangible assets,Tangible assets 9 12270 12778,12270,2015.0,£000,./example_data_PDF/2303730.pdf
3,96.0,0.0,Tangible assets,Tangible assets 9 12270 12778,12778,2014.0,£000,./example_data_PDF/2303730.pdf
4,95.0,1.0,Stocks,Stocks 10 16625 15775,16625,2015.0,£000,./example_data_PDF/2303730.pdf
