,Element Count,Element Name,Of Which are Numerical,source
420,133.0,decreaseinloansowedtorelatedpartiesduetoloansrepaid,133.0,frs-102
421,132.0,transfersbetweenppeclassesincreasedecreaseindepreciationimpairment,132.0,frs-102
422,131.0,otherprovisionsbalancesheetsubtotal,131.0,frs-102
424,128.0,gainlossduetoforeignexchangedifferencesrecognisedinprofitorloss,128.0,frs-102
426,124.0,totaldeferredtaxexpensecredit,124.0,frs-102
427,122.0,decreaseinloansowedbyrelatedpartiesduetoloansrepaid,122.0,frs-102
429,117.0,employeestotal,117.0,frs-102
430,116.0,increasedecreaseindeferredtaxliabilityfromamountrecognisedinprofitorloss,116.0,frs-102
432,114.0,furtheritemgainlossinothercomprehensiveincomebeforetaxcomponenttotalothercomprehensiveincomebeforetax,114.0,frs-102
433,114.0,othercomprehensiveincomeexpensenettax,114.0,frs-102
434,112.0,equitysecuritiesheld,112.0,frs-102
435,112.0,interestpaidclassifiedasoperatingactivities,112.0,frs-102
436,111.0,governmentgrantspayable,111.0,frs-102
438,108.0,paymentsfinanceleaseliabilitiesclassifiedasfinancingactivities,108.0,frs-102
439,106.0,cumulativepreferencesharedividendsunpaid,106.0,frs-102
440,106.0,amountsowedbyassociatesjointventuresparticipatinginterests,106.0,frs-102
441,103.0,furtheroperatingexpenseitemcomponenttotaloperatingexpenses,103.0,frs-102
442,103.0,taxincreasedecreasefromeffectdifferentuktaxratesonsomeearnings,103.0,frs-102
443,99.0,interestexpenseonbankoverdrafts,99.0,frs-102
444,96.0,furtheriteminterestexpensecomponenttotalinterestexpense,96.0,frs-102
445,96.0,otherinterestexpense,96.0,frs-102
447,95.0,increasedecreaseindepreciationimpairmentpropertyplantequipment,95.0,frs-102
448,94.0,unpaidcontributionstopensionschemes,94.0,frs-102
449,93.0,revaluationsincreasedecreaseindepreciationimpairmentpropertyplantequipment,93.0,frs-102
450,93.0,taxdecreasefromutilisationtaxlosses,93.0,frs-102
451,91.0,netinterestreceivedpaidclassifiedasinvestingactivities,91.0,frs-102
455,90.0,increasedecreaseinstocksinventoriesfinishedgoodsworkinprogress,90.0,frs-102
457,89.0,furtheritemincreasedecreaseininvestmentpropertyfairvaluemodelcomponentcorrespondingtotal,89.0,frs-102
458,89.0,gainlossondisposalassetsincomestatementsubtotal,89.0,frs-102
459,85.0,interestincomeonbankdeposits,85.0,frs-102
460,84.0,profitlossbeforetax,84.0,frs-102
461,83.0,issuebonussharesdecreaseincreaseinequity,83.0,frs-102
462,82.0,interestreceivedclassifiedasinvestingactivities,82.0,frs-102
463,81.0,transferstofromretainedearningsincreasedecreaseinequity,81.0,frs-102
464,80.0,otherdepartmentsaveragenumberemployees,80.0,frs-102
466,79.0,dividendrecommendedbydirectors,79.0,frs-102
467,77.0,investmentsingroupundertakingsparticipatinginterests,77.0,frs-102
468,76.0,usefullifeintangibleassetsyears,76.0,frs-102
469,76.0,repaymentsborrowingsclassifiedasfinancingactivities,76.0,frs-102
470,76.0,netfinanceincomecosts,76.0,frs-102
471,75.0,taxincreasedecreasefromeffectunrelievedtaxlossescarriedforward,75.0,frs-102
472,75.0,otherloansclassifiedunderinvestments,75.0,frs-102
474,70.0,netinterestpaidreceivedclassifiedasoperatingactivities,70.0,frs-102
475,70.0,otherdisposalsintangibleassets,70.0,frs-102
476,69.0,taxdecreaseincreasefromeffectrevenueexemptfromtaxation,69.0,frs-102
477,69.0,increasedecreaseduetotransfersintooroutpropertyplantequipment,69.0,frs-102
478,69.0,amountsowedbyotherrelatedpartiesotherthandirectors,69.0,frs-102
479,69.0,capitalisedborrowingcostsrelatedtopropertyplantequipment,69.0,frs-102
480,68.0,non-currentliabilities,68.0,frs-102
482,67.0,pensioncostsdefinedcontributionplan,67.0,frs-102
483,67.0,interestexpenseonbankloanssimilarborrowings,67.0,frs-102
486,63.0,amountsowedtoassociatesjointventuresparticipatinginterests,63.0,frs-102
487,62.0,debenturesinissue,62.0,frs-102
488,62.0,employeesgendernotdisclosed,62.0,frs-102
489,62.0,otherpayables,62.0,frs-102
491,61.0,redemptionsharesdecreaseinequity,61.0,frs-102
493,59.0,investmentsinsubsidiariesmeasuredfairvalue,59.0,frs-102
494,58.0,furtheritemcashflowfromusedinfinancingactivitiescomponentnetcashflowsfromusedinfinancingactivities,58.0,frs-102
498,57.0,revenuefromsalegoods,57.0,frs-102
499,57.0,otherdisposalsdecreaseinamortisationimpairmentintangibleassets,57.0,frs-102
500,56.0,companycontributionstodefinedbenefitplansdirectors,56.0,frs-102
501,55.0,considerationreceivedforsharesissuedinperiod,55.0,frs-102
502,55.0,investmentsinassociatesjointventuresparticipatinginterests,55.0,frs-102
503,55.0,proceedsfromborrowingsclassifiedasfinancingactivities,55.0,frs-102
504,54.0,feesfornon-auditservices,54.0,frs-102
505,54.0,percentageclassshareheldinassociate,54.0,frs-102
508,50.0,taxincreasedecreasefromeffectexpensesnotdeductiblefortaxpurposesotherthangoodwillamortisationimpairment,50.0,frs-102
509,50.0,capitalreductiondecreaseinequity,50.0,frs-102
510,49.0,othertaxationpayable,49.0,frs-102
511,49.0,loanstogroupundertakings,49.0,frs-102
512,49.0,depreciationtransferrevaluationsurplusbeforetaxincreasedecreaseinequity,49.0,frs-102
513,48.0,researchdevelopmentexpenserecognisedinprofitorloss,48.0,frs-102
514,47.0,amountsowedbysubsidiaries,47.0,frs-102
515,47.0,furtheritemgainlossinothercomprehensiveincomenettaxcomponenttotalothercomprehensiveincomenettax,47.0,frs-102
516,47.0,loansfromotherrelatedpartiesotherthandirectors,47.0,frs-102
517,47.0,otherincreasedecreaseinnetdeferredtaxliability,47.0,frs-102
518,47.0,carryingamountpropertyplantequipmentwithrestrictedtitle,47.0,frs-102
521,45.0,cashcashequivalents,45.0,frs-102
522,45.0,deferredtaxexpensecreditrelatingtochangesintaxratesorlaws,45.0,frs-102
525,44.0,short-termdepositsclassifiedascashequivalents,44.0,frs-102
526,44.0,increasedecreaseinexistingprovisions,44.0,frs-102
531,42.0,interestincomeonfinancialassetsthatarenotfairvaluethroughprofitorloss,42.0,frs-102
532,41.0,non-currentassets,41.0,frs-102
533,40.0,loanstodirectors,40.0,frs-102
534,40.0,furtheritemincreasedecreaseinequitycomponenttotalincomeexpenserecogniseddirectlyinequity,40.0,frs-102
536,39.0,billsexchangepayable,39.0,frs-102
537,39.0,salariesfeesdirectors,39.0,frs-102
539,39.0,dividendsproposedbutnotpaid,39.0,frs-102
540,37.0,taxincreasedecreasefromothertaxeffectstaxreconciliation,37.0,frs-102
543,36.0,interestincomeoncashcashequivalents,36.0,frs-102
545,36.0,transfersintooroutpropertyplantequipmentincreasedecreaseindepreciationimpairment,36.0,frs-102
547,35.0,dividendpershareproposedbutnotpaid,35.0,frs-102
548,34.0,keymanagementpersonnelcompensationtotal,34.0,frs-102
549,34.0,interestexpenseonloancapital,34.0,frs-102
551,34.0,othernon-auditservicesfees,34.0,frs-102
553,34.0,keymanagementpersonnelcompensationshort-termemployeebenefits,34.0,frs-102
554,33.0,increasefromimpairmentlossrecognisedinprofitorlossintangibleassets,33.0,frs-102
555,33.0,gainlossonrevaluationpropertyplantequipmentnettaxinothercomprehensiveincome,33.0,frs-102
557,33.0,netassetsliabilitiesassociates,33.0,frs-102
558,32.0,gainlossonnon-financingactivitiesduetoforeignexchangedifferencesrecognisedinprofitorloss,32.0,frs-102
561,31.0,deferredtaxexpensecreditfromunrecognisedtimingdifferencefrompriorperiod,31.0,frs-102
562,31.0,incomefromsharesingroupundertakings,31.0,frs-102
563,31.0,paymentsonaccountinventories,31.0,frs-102
564,30.0,amountsowedtoparententities,30.0,frs-102
566,30.0,othercomprehensiveincomeexpensebeforetax,30.0,frs-102
568,30.0,otherremaininginvestments,30.0,frs-102
570,30.0,interestreceivedclassifiedasoperatingactivities,30.0,frs-102
571,30.0,taxincreasedecreasefromothershort-termtimingdifferences,30.0,frs-102
573,28.0,furtheritemoperatingincomegainincomestatementitemcomponentoperatingprofitloss,28.0,frs-102
576,27.0,revenuefromrenderingservices,27.0,frs-102
577,27.0,increasefromimpairmentlossrecognisedinprofitorlosspropertyplantequipment,27.0,frs-102
578,27.0,profitlossfromcontinuingoperationsassociates,27.0,frs-102
579,27.0,usefullifepropertyplantequipmentyears,27.0,frs-102
580,27.0,otherdisposalsinvestmentpropertyfairvaluemodel,27.0,frs-102
581,26.0,increasedecreaseininvestmentpropertyfairvaluemodel,26.0,frs-102
582,26.0,minimumoperatingleasepaymentsrecognisedasexpense,26.0,frs-102
583,26.0,ownershipinterestinassociatepercent,26.0,frs-102
584,26.0,otherreceivables,26.0,frs-102
585,26.0,loanstoassociates,26.0,frs-102
586,25.0,unusedprovisionreversed,25.0,frs-102
588,24.0,amountsowedbyjointventures,24.0,frs-102
590,24.0,furtheritembankborrowingsoverdraftscomponenttotalbankborrowingsoverdrafts,24.0,frs-102
591,23.0,amountsowedtosubsidiaries,23.0,frs-102
592,23.0,impairmentlossreversaloninvestments,23.0,frs-102
593,23.0,totalincreasedecreaseinequity,23.0,frs-102
594,23.0,otherfinancecosts,23.0,frs-102
595,23.0,cancellationsubscribedcapitaldecreaseinequity,23.0,frs-102
597,23.0,transferstofromnon-currentassetsordisposalgroupsheldforsalepropertyplantequipment,23.0,frs-102
600,22.0,amountsowedtojointventures,22.0,frs-102
601,22.0,furtheritemcashflowfromusedinoperatingactivitiescomponenttotalnetcashflowsfromusedinoperatingactivities,22.0,frs-102
602,21.0,gainlossincashflowsfromchangeininventories,21.0,frs-102
603,21.0,otherremainingoperatingincome,21.0,frs-102
604,21.0,proceedsfromsalesormaturityfinancialassetsotherthantradinginvestments,21.0,frs-102
605,21.0,taxincreasedecreasefromeffectadjustmentinresearchdevelopmenttaxcredit,21.0,frs-102
606,21.0,purchaseintangibleassets,21.0,frs-102
607,21.0,factoreddebtsoutstanding,21.0,frs-102
609,21.0,increasedecreaseinamortisationimpairmentintangibleassets,21.0,frs-102
610,20.0,longtermcontractworkinprogress,20.0,frs-102
612,20.0,advancesoninvoicediscountingfacilities,20.0,frs-102
613,20.0,liabilitiessecuredbyassets,20.0,frs-102
614,20.0,totalincreasedecreaseinprovisions,20.0,frs-102
616,20.0,proceedsfromissuingshares,20.0,frs-102
617,20.0,loanstoassociatesjointventuresparticipatinginterests,20.0,frs-102
618,19.0,remainingfinancialcommitments,19.0,frs-102
619,19.0,taxationcomplianceservicesfees,19.0,frs-102
621,18.0,furtheritemdeferredexpensecreditcomponenttotaldeferredtaxexpense,18.0,frs-102
622,18.0,dividendsreceivedclassifiedasinvestingactivities,18.0,frs-102
624,17.0,taxincreasedecreasearisingfromgrouprelieftaxreconciliation,17.0,frs-102
625,17.0,increasedecreaseinloansowedtorelatedpartiesattributabletointeresttransactions,17.0,frs-102
626,17.0,presentvaluefinanceleasereceivables,17.0,frs-102
627,17.0,loansfromrelatedparties,17.0,frs-102
629,17.0,otherdebtorsbalancesheetsubtotal,17.0,frs-102
630,17.0,otherinterestincome,17.0,frs-102
631,17.0,increasedecreaseinloansowedbyrelatedpartiesattributabletointeresttransactions,17.0,frs-102
632,17.0,governmentgrantincome,17.0,frs-102
633,17.0,dividendincomefromgroupundertakings,17.0,frs-102
634,17.0,operatingleasepaymentsowing,17.0,frs-102
635,17.0,deferredtaxexpensecreditfromunrecognisedtaxlossorcredit,17.0,frs-102
636,17.0,investmentincomenetamountswrittenoffbacktoinvestments,17.0,frs-102
637,17.0,minimumexpectedreceiptsundernon-cancellablesubleasesfinanceleaseslessees,17.0,frs-102
640,16.0,furtheritemincreasedecreaseinintangibleassetscomponenttotalchangeinintangibleassets,16.0,frs-102
641,16.0,retirementbenefitobligationssurplus,16.0,frs-102
642,16.0,costinventoriesrecognisedasexpensenetwritedownsreversals,16.0,frs-102
643,15.0,gainlossonreclassificationcashflowhedgestoprofitorlossfromequitybeforetax,15.0,frs-102
644,15.0,provisionsused,15.0,frs-102
645,15.0,gainlossondisposalsothernon-currentassets,15.0,frs-102
647,15.0,depreciationimpairmentexpensepropertyplantequipment,15.0,frs-102
648,15.0,increasedecreaseduetotransfersintooroutintangibleassets,15.0,frs-102
649,15.0,percentageclassshareheldinjointventure,15.0,frs-102
650,14.0,furtheritemborrowingscomponenttotalborrowings,14.0,frs-102
651,14.0,otheroperatingexpensesformat1,14.0,frs-102
652,14.0,furtheritemoperatingexpenselossincomestatementitemcomponentoperatingprofitloss,14.0,frs-102
653,14.0,pensionschemesprepayments,14.0,frs-102
655,14.0,increasedecreaseinexistingprovisionsrecognisedinprofitorloss,14.0,frs-102
657,14.0,costinventoriesrecognisedasexpensegross,14.0,frs-102
659,13.0,interestpaidclassifiedasfinancingactivities,13.0,frs-102
660,13.0,furtheritemnon-operatinggainlossbeforetaxincomestatementitemcomponentprofitorlossbeforetax,13.0,frs-102
662,13.0,grossamountduetocustomersforconstructioncontractworkasliability,13.0,frs-102
664,13.0,paymentstoacquireownshares,13.0,frs-102
665,12.0,increasedecreasefromforeignexchangedifferencespropertyplantequipment,12.0,frs-102
667,12.0,contingentliabilities,12.0,frs-102
669,12.0,transfertonon-currentassetsordisposalgroupsheldforsaledecreaseindepreciationimpairmentpropertyplantequipment,12.0,frs-102
671,12.0,gainlossonrevaluationinvestmentpropertiesbeforetaxinothercomprehensiveincome,12.0,frs-102
672,12.0,amountsowedbyparententities,12.0,frs-102
674,12.0,purchaseinvestmentproperties,12.0,frs-102
675,12.0,taxincreasedecreasefromeffectdividendsfromukcompanies,12.0,frs-102
676,11.0,sellingaveragenumberemployees,11.0,frs-102
678,11.0,liabilitiesdefinedbenefitplanpresentvalue,11.0,frs-102
679,11.0,acquiredthroughbusinesscombinationspropertyplantequipment,11.0,frs-102
680,11.0,outstandingpre-paidcontributionstodefinedcontributionplanreportingdate,11.0,frs-102
681,11.0,ownshares,11.0,frs-102
683,11.0,transferstofrompropertyplantequipmentfairvaluemodel,11.0,frs-102
685,10.0,dividendspaidtoownersparentclassifiedasfinancingactivities,10.0,frs-102
686,10.0,biologicalassetsnon-current,10.0,frs-102
688,10.0,fairvalueassetsdefinedbenefitplan,10.0,frs-102
690,10.0,grouptaxreliefreceivedpaid,10.0,frs-102
691,10.0,restructuringcosts,10.0,frs-102
692,9.0,foreignexchangedifferencesincreasedecreaseindepreciationimpairmentpropertyplantequipment,9.0,frs-102
693,9.0,taxincreasedecreasefromchangesintaxprovisionsduetolegislation,9.0,frs-102
696,9.0,decreaseincreaseinliabilitiesdefinedbenefitplanfromremeasurement,9.0,frs-102
697,9.0,returnonassetsbenefitplan,9.0,frs-102
698,9.0,assumedrateincreasepensionsinpaymentdeferredpensions,9.0,frs-102
699,9.0,transfersintooroutintangibleassetsincreasedecreaseinamortisationimpairment,9.0,frs-102
700,9.0,loanstorelatedparties,9.0,frs-102
702,9.0,keymanagementpersonnelcompensationpost-employmentbenefits,9.0,frs-102
703,9.0,othertaxationadvisoryservicesfees,9.0,frs-102
704,9.0,discountrateuseddefinedbenefitplan,9.0,frs-102
707,8.0,numbersharesissuedrelatedtoconversiondebttoequity,8.0,frs-102
708,8.0,increaseinliabilitiesdefinedbenefitplanfrominterestexpense,8.0,frs-102
709,8.0,minimumleasepaymentsreceivableundernon-cancellableoperatingleases,8.0,frs-102
710,8.0,commitmentsforacquisitionpropertyplantequipment,8.0,frs-102
711,8.0,advancespaidtosuppliers,8.0,frs-102
712,8.0,currentservicecostdefinedbenefitplan,8.0,frs-102
713,8.0,increaseinassetsdefinedbenefitplanfromcontributionsbyemployer,8.0,frs-102
715,8.0,decreaseinassetsdefinedbenefitplanfrombenefitspaid,8.0,frs-102
716,8.0,investmentsinotherentitiesmeasuredfairvalue,8.0,frs-102
717,8.0,distributionaveragenumberemployees,8.0,frs-102
718,8.0,creditorsfinancialliability,8.0,frs-102
719,8.0,cashflowsfromdisposalorreductionincontroloversubsidiariesorotherbusinesses,8.0,frs-102
720,8.0,taxincreasedecreasefromeffectindexationallowanceoncapitalgains,8.0,frs-102
723,8.0,debtsecuritiesheld,8.0,frs-102
724,8.0,numberdirectorsaccruingbenefitsunderdefinedbenefitscheme,8.0,frs-102
725,7.0,loansfromgroupundertakingsparticipatinginterests,7.0,frs-102
728,7.0,netcashinflowoutflowfromoperationsbeforemovementsinworkingcapital,7.0,frs-102
729,7.0,increasedecreaseinnetdeferredtaxliabilityfromacquisitionsthroughbusinesscombinations,7.0,frs-102
731,7.0,purchasesadditionsotherthanthroughbusinesscombinationsbiologicalassetscostmodel,7.0,frs-102
732,7.0,increasedecreaseinnetdeferredtaxliabilityfromamountrecognisedinothercomprehensiveincome,7.0,frs-102
736,7.0,biologicalassetscostmodelgross,7.0,frs-102
738,7.0,furtheritemproceedsfromsalesotherlong-termassetsclassifiedasinvestingactivitiescomponentcorrespondingtotal,7.0,frs-102
740,7.0,furtheriteminterestincomecomponenttotalinterestincome,7.0,frs-102
741,6.0,gainlossbeforetaxonsalediscontinuedoperations,6.0,frs-102
742,6.0,amountpaidliabilityincurredinfulfillingguaranteesdirectors,6.0,frs-102
743,6.0,incomefromassociatesjointventuresparticipatinginterests,6.0,frs-102
744,6.0,numberemployeesdate,6.0,frs-102
745,6.0,otherdisposalsbiologicalassetscostmodel,6.0,frs-102
746,6.0,deferredincomeliability,6.0,frs-102
747,6.0,researchdevelopmentaveragenumberemployees,6.0,frs-102
749,6.0,profitlossattributabletoownersparent,6.0,frs-102
750,6.0,pastservicecostdefinedbenefitplan,6.0,frs-102
751,6.0,cumulativegainlossonremeasurementdefinedbenefitplanrecognisedinothercomprehensiveincome,6.0,frs-102
754,6.0,gainlossfromfairvalueadjustmentinvestmentpropertyrecognisedinprofitorloss,6.0,frs-102
755,6.0,furtherrentalleasingincomeitemcomponenttotalrentalleasingincome,6.0,frs-102
756,6.0,furtheritemoperatingincomecomponenttotalotheroperatingincome,6.0,frs-102
758,6.0,loansfromgovernmentotherpublicauthorities,6.0,frs-102
759,6.0,increasedecreasefromtotalimpairmentlossrecognisedorreversedpropertyplantequipment,6.0,frs-102
761,6.0,interestexpenseonfinancialliabilitiesfairvaluethroughprofitorloss,6.0,frs-102
762,6.0,acquiredthroughbusinesscombinationsintangibleassets,6.0,frs-102
763,6.0,otherremainingfinancialliabilities,6.0,frs-102
764,6.0,assumedrateincreasepensionablesalaries,6.0,frs-102
766,6.0,purchasefinancialinvestmentsotherthantradinginvestments,6.0,frs-102
767,6.0,biologicalassetscostmodel,6.0,frs-102
771,5.0,increasedecreaseindeferredtaxliabilityfromamountrecognisedinothercomprehensiveincome,5.0,frs-102
772,5.0,gainlossincashflowsfromchangeinaccrueditems,5.0,frs-102
773,5.0,gainlossfromsalesinvestmentpropertiesrecognisedinprofitorloss,5.0,frs-102
774,5.0,interestpaidtogroupundertakings,5.0,frs-102
775,5.0,gainlossonrevaluationotherassetsnettaxinothercomprehensiveincome,5.0,frs-102
776,5.0,otheremployeeexpense,5.0,frs-102
777,5.0,marketingaveragenumberemployees,5.0,frs-102
778,5.0,repaymentsdebtsecuritiesclassifiedasfinancingactivities,5.0,frs-102
779,5.0,gainlossincashflowsfromchangeinprovisions,5.0,frs-102
780,5.0,deficitsurplusindefinedbenefitplan,5.0,frs-102
781,5.0,impairmentlosspropertyplantequipment,5.0,frs-102
782,5.0,interestexpenseondebtsecuritiesinissueothersimilarloans,5.0,frs-102
783,5.0,otherfinanceincome,5.0,frs-102
785,5.0,debtorsfinancialasset,5.0,frs-102
786,5.0,loanstosubsidiaries,5.0,frs-102
787,5.0,netassetsliabilitiesjointventures,5.0,frs-102
788,5.0,transfersfromtosharepremiumincreasedecreaseinequity,5.0,frs-102
789,5.0,gainlossonrevaluationinvestmentpropertiesnettaxinothercomprehensiveincome,5.0,frs-102
790,5.0,othercashinflowoutflowclassifiedasfinancingactivities,5.0,frs-102
791,4.0,increasedecreaseincashcashequivalentsafterforeignexchangedifferenceschangesinconsolidation,4.0,frs-102
792,4.0,dividendsreceivedclassifiedasoperatingactivities,4.0,frs-102
793,4.0,expensesrecognisedfordoubtfuldebtsowedbyrelatedparties,4.0,frs-102
794,4.0,pensioncostsdefinedbenefitplan,4.0,frs-102
795,4.0,lossonfinancingactivitiesduetoforeignexchangedifferences,4.0,frs-102
796,4.0,carryingamountpropertyplantequipmentpledgedassecurityforliabilities,4.0,frs-102
797,4.0,gainlossondisposalsintangibleassets,4.0,frs-102
798,4.0,otherincreasedecreaseinprovisions,4.0,frs-102
799,4.0,profitlossfromcontinuingoperationsjointventures,4.0,frs-102
800,4.0,taxincreasedecreasefromeffectnon-taxdeductibleamortisationgoodwillimpairment,4.0,frs-102
801,4.0,acquiredthroughbusinesscombinationsinvestmentpropertyfairvaluemodel,4.0,frs-102
803,4.0,gainlossonfinancialassetsfairvaluethroughprofitorloss,4.0,frs-102
804,4.0,exceptionalamountswrittenoffcurrentassets,4.0,frs-102
805,4.0,deferredtaxliabilitiesassumed,4.0,frs-102
806,4.0,transferstofromnon-currentassetsordisposalgroupsheldforsaleintangibleassets,4.0,frs-102
808,4.0,furtheritemcashflowfromusedininvestingactivitiescomponentnetcashflowsfromusedininvestingactivities,4.0,frs-102
809,4.0,furtheritemgainlossincashflowsfromchangeinoperatingliabilitiescomponenttotalgainlossincashflowsfromchangeinoperatingliabilities,4.0,frs-102
810,4.0,proceedsfromsalesintangibleassets,4.0,frs-102
811,4.0,equitysettledshare-basedpaymentsincreasedecreaseinequity,4.0,frs-102
813,4.0,cashreceiptsfromgovernmentgrants,4.0,frs-102
814,4.0,managedfunds,4.0,frs-102
815,4.0,increasedecreaseinnetdeferredtaxliabilityfromacquisitionsthroughbusinesscombinationsdisposals,4.0,frs-102
816,4.0,convertiblebondsinissue,4.0,frs-102
817,4.0,socialsecuritypayable,4.0,frs-102
818,4.0,ownershipinterestinjointventurepercent,4.0,frs-102
819,4.0,furtheritemgainlossincashflowsfromchangeinoperatingassetscomponenttotalgainlossincashflowsfromchangeinoperatingassets,4.0,frs-102
820,4.0,gainlossonrevaluationotherassetsbeforetaxinothercomprehensiveincome,4.0,frs-102
822,4.0,interestexpenseonpreferencesharesclassifiedasdebt,4.0,frs-102
823,4.0,productionsupplies,4.0,frs-102
824,4.0,additionsfromacquisitionsinvestmentpropertyfairvaluemodel,4.0,frs-102
825,3.0,accumulateddepreciationimpairmentbiologicalassetscostmodel,3.0,frs-102
826,3.0,proceedsfromsalesotherlong-termassetsclassifiedasinvestingactivities,3.0,frs-102
827,3.0,furtheritemdirectorremunerationbenefitscomponenttotaldirectorremunerationbenefitsexcludingpaymentstothirdparties,3.0,frs-102
828,3.0,increasefromdepreciationchargeforyearbiologicalassetscostmodel,3.0,frs-102
829,3.0,foreignexchangedifferencesincreasedecreaseinamortisationimpairmentintangibleassets,3.0,frs-102
830,3.0,disposalsdecreaseindepreciationimpairmentbiologicalassetscostmodel,3.0,frs-102
831,3.0,interestincomefromgroupundertakings,3.0,frs-102
833,3.0,taxincreasedecreasefromtransferpricingadjustments,3.0,frs-102
835,3.0,increasedecreasethroughotherchangespropertyplantequipment,3.0,frs-102
836,3.0,purchaseotherlong-termassetsclassifiedasinvestingactivities,3.0,frs-102
838,3.0,cashflowsusedinacquiringorobtainingcontrolsubsidiariesorotherbusinessesclassifiedasinvestingactivities,3.0,frs-102
841,3.0,loanstojointventures,3.0,frs-102
842,3.0,increasedecreasefromforeignexchangedifferencesintangibleassets,3.0,frs-102
845,3.0,audit-relatedassuranceservicesfees,3.0,frs-102
846,3.0,paymentstothirdpartiesfordirectorservices,3.0,frs-102
847,3.0,derivativeliabilities,3.0,frs-102
848,3.0,otherrevenue,3.0,frs-102
850,3.0,gainlossonremeasurementdefinedbenefitplansbeforetaxinothercomprehensiveincome,3.0,frs-102
851,3.0,increasedecreaseinloansowedbyrelatedpartiesduetootherchanges,3.0,frs-102
852,3.0,grossamountduefromcustomersforconstructioncontractworkasasset,3.0,frs-102
853,3.0,definedbenefitliabilitiesfromplansthatarewhollyorpartlyfundedpresentvalue,3.0,frs-102
854,3.0,conversiondebttoequityincreasedecreaseinequity,3.0,frs-102
856,3.0,transferstofrominventoriesinvestmentpropertyfairvaluemodel,3.0,frs-102
857,3.0,fairvalueassetsindefinedbenefitplanslesspresentvaluefundedobligations,3.0,frs-102
858,3.0,definedbenefitliabilitiesfromplansthatarewhollyunfundedpresentvalue,3.0,frs-102
859,3.0,convertibledebtsecuritiesheld,3.0,frs-102
860,3.0,purchaseownsharesexpense,3.0,frs-102
861,3.0,expenseincomefromdefinedbenefitplansettlementscurtailments,3.0,frs-102
862,3.0,furtheritemincreasedecreaseinamortisationimpairmentintangibleassetscomponentcorrespondingtotal,3.0,frs-102
865,3.0,dividendsdeclaredafterreportingdate,3.0,frs-102
868,3.0,proceedsfromissuedebtsecuritiesclassifiedasfinancingactivities,3.0,frs-102
869,3.0,increasedecreaseinassetsdefinedbenefitplanfromremeasurement,3.0,frs-102
870,3.0,increasefromimpairmentlossrecognisedinothercomprehensiveincomeintangibleassets,3.0,frs-102
871,2.0,otherassuranceservicesfees,2.0,frs-102
872,2.0,undatedloancapital,2.0,frs-102
873,2.0,interestincomeonfinancialassetsfairvaluethroughprofitorloss,2.0,frs-102
874,2.0,furthernon-cashitemleadingtogainlossincashflowscomponenttotaladjustmentsfromnon-cashitems,2.0,frs-102
875,2.0,derivativeassets,2.0,frs-102
877,2.0,interestincome,2.0,frs-102
878,2.0,taxincreasedecreasefromeffectunrelievedlossonforeignsubsidiaries,2.0,frs-102
879,2.0,decreaseincreaseinestimaterecoverabledeferredtaxasset,2.0,frs-102
880,2.0,totalassetsassociates,2.0,frs-102
881,2.0,amortisationimpairmentexpenseintangibleassets,2.0,frs-102
882,2.0,numbersharesissuedinperiod-net,2.0,frs-102
883,2.0,totalliabilitiesassociates,2.0,frs-102
884,2.0,incomefromleasingplantequipment,2.0,frs-102
885,2.0,furtheritemgainlossbeforetaxcomponentnetgainlossbeforetax,2.0,frs-102
886,2.0,interestsimilarexpensepayable,2.0,frs-102
888,2.0,increasedecreaseinintangibleassets,2.0,frs-102
890,2.0,paymentstoredeemownshares,2.0,frs-102
894,2.0,rentalleasingincome,2.0,frs-102
898,2.0,decreasethroughdiscontinuedoperationsintangibleassets,2.0,frs-102
900,2.0,transferstofromowner-occupiedpropertyinvestmentpropertyfairvaluemodel,2.0,frs-102
901,2.0,disposalsthroughbusinessdivestiturepropertyplantequipment,2.0,frs-102
903,2.0,othercurrenttaxexpense,2.0,frs-102
904,2.0,interestpaidclassifiedasinvestmentactivities,2.0,frs-102
905,2.0,furtheritemproceedsfromissuingsharesotherequityinstrumentscomponentcorrespondingtotal,2.0,frs-102
906,2.0,increasedecreaseinloansowedtorelatedpartiesduetootherchanges,2.0,frs-102
908,2.0,otherremainingfinancialassets,2.0,frs-102
910,2.0,otherincreasedecreaseindeferredtaxliabilities,2.0,frs-102
912,2.0,propertyheldindefinedbenefitplanfairvalue,2.0,frs-102
913,2.0,audit-relatedassuranceservicesentitysubsidiariesfees,2.0,frs-102
914,2.0,othershort-termemployeebenefits,2.0,frs-102
915,2.0,biologicalassetscurrent,2.0,frs-102
920,2.0,otherfinancialliabilitiesassumed,2.0,frs-102
921,2.0,increaseinassetsdefinedbenefitplanfrominterestincome,2.0,frs-102
922,2.0,actuarialgainlossonassetsdefinedbenefitplan,2.0,frs-102
923,2.0,deferredtaxliabilityassetrelatedtodefinedbenefitplan,2.0,frs-102
924,2.0,furtheritemdividendincomecomponenttotaldividendincome,2.0,frs-102
925,2.0,equitysecuritiesheldindefinedbenefitplanfairvalue,2.0,frs-102
926,2.0,proceedsfromsalesinvestmentproperties,2.0,frs-102
928,2.0,furtheritemcurrenttaxexpensecreditcomponenttotalcurrenttaxexpense,2.0,frs-102
929,2.0,loansfromgroupundertakings,2.0,frs-102
