variable,value,record
nameparententity,"For the period up to 27 February 2018 Sundylan 1 Limited,  whose registered office is 375 Eaton Road, WestDerby, Liverpool L12 2AH, was the parent undertaking. Since 28 February 2018 Maluza Limited, whoseregistered office is 277a New Kings Road, London SW6 4RD, is the parent undertaking.",1
nameparententity,For the whole of the year the company was under the control of Heather Williamson a director and shareholder in the company.,1
nameparententity,Fortress International Services Limited  ,1
nameparententity,Fraser Lodge Limited,1
nameparententity,French Group Limited.,1
nameparententity,"FreshTL Limited, a company incorporated in the United Kingdom, is the ultimate parent company.",1
nameparententity,From the date of incorporation Mr Eren has controlled the company by virtue of a 100% shareholding.,1
nameparententity,"Fulya BAGDAS, a company director controls the company by virtue of holding 100% of the issued share capital.",1
nameparententity,G R Fulford  ,1
nameparententity,G R Monaghan J Chipperfield ,1
nameparententity,"Global Business Cooperative
(Registration No. 211-82-18144)
75, Nonhyeon-ro 149-gil, 
Gangnam-gu, 
Seoul, Republic of Korea 
06039",1
nameparententity,Green Cross Chemists Limited,1
nameparententity,"Greg Scott, the Director, controls the company, by virtue of a controlling interest of 100% of the issued share capital.",1
nameparententity,Hapreet Phagura  ,1
nameparententity,Heather Rankin is the sole director and sole shareholder.,1
nameparententity,I Logie is considered to be the controlling party by virtue of his directortship and shareholding,1
nameparententity,I R B Morris holds the whole of the issued share capital of the company and it is therefore considered that he is the ultimate controlling party.,1
nameparententity,I.H. Edwards  ,1
nameparententity,Ian Thorne and Joelle Thorne are co-directors and each owns 50% of the share capital.,1
nameparententity,Iceday Limited,1
nameparententity,Imtiaz Hussain had ultimate control during the year by virtue of owning 100% of the share capital.,1
nameparententity,"In the opinion of the Director, the ultimate controlling party of the Company is Mr J D V Morgans by virtue of his 100% shareholding.",1
nameparententity,In the opinion of the director control of the company rests with M Newton by virtue of his 100% shareholding in the issued share capital of the company.,1
nameparententity,In the opinion of the director there was no ultimate controlling party.,1
nameparententity,"In the opinion of the director, the company is controlled ultimately by Tim Lewis.",1
nameparententity,"In the opinion of the director, the company is solely controlled by Khalid Hussain.",1
nameparententity,"In the opinion of the director, the ultiamte controlling part of the company is Mr P Muglestone by virtue of his majority shareholding.",1
nameparententity,"In the opinion of the director, the ultimate controlling party of the company is Mr A Abraham by virtue of his majority shareholding.",1
nameparententity,"In the opinion of the directors the company is jointly controlled by Aidan Sheridan, Brigid Marie Martin and Anne Philomena Nash.",1
nameparententity,In the opinion of the directors there is no one controlling party.,1
nameparententity,In the opinion of the directors there is no ultimate controlling party of the company.,1
nameparententity,"In the opinion of the directors, no single shareholder controlled the company during the year",1
nameparententity,"In the opinion of the directors, the ultimate controlling party is Mr & Mrs Sutton by virtue of their joint shareholding.",1
nameparententity,"In the opinion of the directors, the ultimate controlling party of the company is Miss D Morgan and Mrs J Brockley by virtue of their majority shareholding.",1
nameparententity,"In the opinion of the directors, there is no ultimate controlling party.",2
nameparententity,Info Supplier Limited,1
nameparententity,Intelex Group (Holdings) Malta Limited a company incorporated and registered in Malta owns 100% of the share capital of this company.,1
nameparententity,J Belshaw  ,1
nameparententity,J Brandrick  ,1
nameparententity,J D Simpson  ,1
nameparententity,J Hollings is the controlling shareholder by virtue of her holding 100% of the issued share capital.,1
nameparententity,J Kendrick  ,1
nameparententity,J Pearson,1
nameparententity,"J S Parr, the sole director, controls the company by virtue of his 100% interest in the issued share capital.",1
nameparententity,J Ware controls the company by virtue of being the sole shareholder. ,1
nameparententity,J. McCabe  ,1
nameparententity,J. Railton  ,1
nameparententity,J.A Turner  ,1
nameparententity,J.I. Lewis  ,1
nameparententity,James Clifford Bartlett and Anna Bartlett together control the company by virtue of their combined shareholding.,1
nameparententity,James Paul Morgan is the sole director and shareholder,1
nameparententity,"Jaroslaw Jacek Kostrzewa and Dorota Wiak being joint directors,  Jaroslaw Jacek Kostrzewa is the main shareholder  and the ultimate controlling party.",1
nameparententity,Jason Darlings is the ultimate controllig party by vritue of his shareholdings.,1
nameparententity,Joanne Pearce,1
nameparententity,John Catterall's estate own 69% of the share capital,1
nameparententity,John Mauchline  ,1
nameparententity,John Wauchob is considered the ultimate controlling party as he owns 100% of the share capital of the company.,1
nameparententity,Jolene Amber Faruqi  ,1
nameparententity,Julian Hemming  ,1
nameparententity,K Alexander and K Alexander together control the company by virtue of their combined shareholding and Directorship.,1
nameparententity,K Tranter was the ulimate controlling party duering the trading period,1
nameparententity,Katarzyna Krynska controls the company.,1
nameparententity,L Blackburn  ,1
nameparententity,L.A. Lucas-Chave  ,1
nameparententity,Larkfleet Limited,1
nameparententity,"Lea Rowing Club Limited, a charitable company",1
nameparententity,Lee Gardiner  ,1
nameparententity,Lien Rapide Limited,1
nameparententity,Lieonorah Abraham is the ultimate controlling party,1
nameparententity,London City Bond Limited,2
nameparententity,Lux Island Resorts Ltd,1
nameparententity,M Andrews and W Bickerstaffe Directors ,1
nameparententity,M J Worsnop  ,1
nameparententity,"M Kalinic, the sole Director, controls the Company.",1
nameparententity,M L Bown  ,1
nameparententity,"M Moseley, who owns 51% of the issued share capital, is considered to be the controlling party.",1
nameparententity,M Parvaiz has the control of the company by virtue of being the sole director.,1
nameparententity,M S Holt  ,1
nameparententity,M T Attle  ,1
nameparententity,M.P. Rich  ,1
nameparententity,M.S.T. Electronik B.V,1
nameparententity,MRB Partners Inc,1
nameparententity,Magifin SPA,1
nameparententity,Marie Brown  ,1
nameparententity,Mark Davies owns 100% of the share capital and is the sole director,1
nameparententity,"Mark Jones owns 70% of the share capital and Nicola Jones 30%. As Mark Jones works full time in the business, controls the daily running of the company and is the sole director of Black Mountains Consulting Ltd, he is actually the company's ultimate controlling party.",1
nameparententity,Masons Moving Group Ltd,4
nameparententity,"Matthew Howson, a director and shareholder of the company, is the ultimate controlling party.",1
nameparententity,Matthew R Gibbs is the controlling party by virtue of his 100% shareholding.,1
nameparententity,Meco Maitha limited,1
nameparententity,Michael Dysart as director and sole shareholder  ,1
nameparententity,Michael Saltsman  ,1
nameparententity,Miss B O'Reilly & Mr Guy Rose are the ultimate controlling party by virtue of joint shareholding of 100% of the issued share capital of the company.,1
nameparententity,Miss Karren Johnson,1
nameparententity,Miss N S Kohli is the sole director and sharelohorder of the company.,1
nameparententity,Miss Prudence Barnes  ,1
nameparententity,Miss S Turrell owns 100% of the total share capital and thereby controls the company.,1
nameparententity,Mohsin Ali Asghar Raja is the ultimate controlling party.,1
nameparententity,Morgan Hannah  ,1
nameparententity,Mr  W and Mrs H Souki are the company's controlling related party by virtue of thier 100% shareholding in the company.,1
nameparententity,"Mr & Mrs Lane are the ultimate controlling party by virtue of their 100% shareholding. As at 31 December 2016 Mr J Lane, director owed a total of £1,000 (2015: £0) to the company which has been repaid before 5 April 2017. Mrs Lane was owed £0 (2015: £832) by the company.",1
nameparententity,Mr A Clarke  ,1
nameparententity,Mr A Haigh  ,1
nameparententity,Mr A Humphrey  ,1
nameparententity,Mr A L Myers is the ultimate controlling party as he owns 100% of the issued share capital of Myers Group Limited.,1
nameparententity,Mr A Naylor  ,1
nameparententity,Mr A Rear & Mrs J Rear  ,1
nameparententity,Mr A Reeve and Mrs M Reeve each hold 50% of the company's shares.,1
nameparententity,Mr Alket Kurtulaj is the ultimate controlling party.,1
nameparententity,Mr Amersuliman Shekoh has a controling interest in the company by the virtue of his 100% each subsequently holding of the ordinary shares of the company.,1
nameparententity,Mr Azad Ali is the ultimate controlling party being a director holding 50% of the voting rights.,1
nameparententity,Mr B Colas and Mrs P Forsman-Colas are considered to be the ultimate controlling party by virtue of their ability to act in concert in respect of the operational and financial policies of the company.,1
nameparententity,Mr Bartosz Kozicki being the sole director and equal joint  shareholder is the ultimate controlling party.,1
nameparententity,"Mr C J Fenner, a director, controls the company by virtue of his majority shareholding.",1
nameparententity,Mr C McCutcheon is considered to be the controlling party by virtue of his 100% interest in the issued share capital of the company.,1
nameparententity,Mr C S Lay and Mrs J S Lay each hold a 50% interest in the issued share capital of the company and neither party is considered to have overall control.,1
nameparententity,Mr C Sheen is the ultimate controlling party by virtue of him holding 100% of the issued share capital.,1
nameparententity,Mr C Woodward is the ultimate controlling party due to him holding 100% of the shares.,1
nameparententity,Mr C Worsley  ,1
nameparententity,Mr Christopher Taber owns 60% of the share capital and his wife Dawn Taber owns 40% of the share capital. Therefore Mr Christopher Taber is the company's ultimate controlling party.,1
nameparententity,Mr D C Mygind,1
nameparententity,Mr D Cahill is the controlling party of Equine Events Management by virtue of his directorship and shareholding.,1
nameparententity,Mr D F Drinan is the controlling party of the company ,1
nameparententity,Mr D J Parris controls the company by virtue of controlling interest of more than 75% of the shares in the company.,1
nameparententity,Mr D Roger and Mrs G Roger control the company by virtue of holding 100% of the issued share capital.,1
nameparententity,Mr D and Mrs Hunt  ,1
nameparententity,"Mr D patel, a director, controls the company as a result of controlling directly or indirectly 100% of the issued share capital",1
nameparententity,Mr DM Cashell owns 49% of the share capital of the company and Mr AJ Cashell owns 49% of the share capital of the company. Therefore they are jointly the company's ultimate controlling party.,1
nameparententity,Mr Damian Zbigniew Paclawski,1
nameparententity,Mr David Jones,1
nameparententity,Mr David K. Smith being the sole director ans hareholder is the ultimate controlling party.,1
nameparententity,Mr E G Smallwood is the sole director and shareholder of the company.,1
nameparententity,Mr F Baldwin  ,1
nameparententity,Mr Faisal Shahzad is working as a director and have controlling interest with holding 100% ordinary shares in the company,1
nameparententity,Mr Fawzi Moosa is the ultimate controlling party of the company by virtue of his shareholding in the company.,1
nameparententity,"Mr G C Petlic is the ultimate controlling party during the year, by virtue of his 100% shareholding in the company.",1
nameparententity,Mr G Jarman is the ultimate controlling party by virte of his 100% shareholding. ,1
nameparententity,"Mr G West is, in the opinion of the director, the ultimate controlling party.",1
nameparententity,Mr G. Tricarico is considered to be the ultimate controlling party as he is the sole director and he holds 100% of the issued share capital.,1
nameparententity,Mr Glen Hearnden is the ultimate controlling party by vitrue of his 100% shareholding in the company.,1
nameparententity,Mr Glenn Moore  ,1
nameparententity,Mr Haider Jabbar Salem and Mrs Farah Shouki Salem has a controlling interest in the company by the virtue of their 50% each holding of the ordinary shares of the company.,1
nameparententity,"Mr I C Critcher (the Director) owns, jointly with his wife, the entire share capital of the company and is, therefore, the controlling party.",1
nameparententity,Mr J B Leonard  ,1
nameparententity,Mr J H Dale and Mrs M E Dale each hold a 50% interest in the issued share capital of the company. Neither party is considered to have overall control.,1
nameparententity,Mr J Harvey; being the director and shareholder.,1
nameparententity,Mr J Legge is the controlling party by virtue of the fact he owns 100% of the company's issued share capital  ,1
nameparententity,Mr J Schleider is the controlling party by virtue of his shareholding and directorship in the company.,2
nameparententity,Mr J. Rollag  ,1
nameparententity,Mr J. Scott-Maxwell  ,1
nameparententity,"Mr Lukasz Pulak - 50%, Ms Agnieszka Zala - 50%",1
nameparententity,Mr M Andrews is the Managing Director and majority shareholder,1
nameparententity,Mr M Kain  ,1
nameparententity,Mr M Pricop-Bogdan has control by virtue of their shareholding.,1
nameparententity,Mr M Singh and Mrs K Kaur are the ultimate controlling party by virtue of their ownership of 100% of the Ordinary Share Capital in the company. ,1
nameparententity,Mr Mariusz Kmiec being the sole director and shareholder is the ultimate controlling party.,1
nameparententity,Mr N Kumar  ,1
nameparententity,Mr Nadeem ABBAS  ,1
nameparententity,Mr Nigel Mallet  ,1
nameparententity,Mr P Archer  ,1
nameparententity,Mr P Bennett controls 48% of the issued share capital of Network Systems Group Limited.,1
nameparententity,"Mr P J Whyte, a director, controls the company by virtue of his 100% holding of the issued ordinary share capital.",1
nameparententity,"Mr P T Baczala is considered to be the controlling party, by virtue of his 100% interest in the issued share capital of the company.							",1
nameparententity,"Mr Paul Murphy, director and shareholder, is the ultimate controlling party of the company by virtue of a controlling interest in the voting shares in the Company.",1
nameparententity,Mr R A Belgrave is the ultimate controlling party.,1
nameparententity,"Mr R Hinchliffe, who owns 76% of the issued share capital of the company, is the controlling party.",1
nameparententity,Mr R James  ,1
nameparententity,Mr R T Warren  ,1
nameparententity,Mr R W Hayward  ,1
nameparententity,"Mr R. Pathan and Mrs R. Porter, the directors of the company, control the company as a result of controlling, directly or indirectly, 100 per cent of the issued share capital of the company.",1
nameparententity,Mr Rahul Dhar,1
nameparententity,Mr Rohan Dunston FERNANDO  ,1
nameparententity,"Mr S Colebrook, the Director, owns all of the issued share capital of the company and is, therefore, the controlling party.",1
nameparententity,Mr S Dawes  ,1
nameparententity,Mr S J Curtis is the controlling party by virtue of his 100% ownership of the company's issued share capital.,1
nameparententity,Mr S Paneandee owns 100%  share capital of the company.,1
nameparententity,Mr S Peters has the ultimate control by virtue of his 100% shareholding.,1
nameparententity,Mr S Rowley is the controlling party of the company ,1
nameparententity,Mr S. Hill is considered to be the ultimate controlling party at the signing date of the accounts by virtue of him being a director and him holding 100% of the issued share capital of the company.,1
nameparententity,Mr Satar Zayni has a controlling interest in the company by virtue of his 100% holding of the ordinary shares of the company.,1
nameparententity,Mr Satnam Singh Bassan (Director and 100% share holder),1
nameparententity,Mr Steve Sandys owns 100% of the share capital and is the sole director.,1
nameparententity,Mr Steven Oliver and Mr Marek Pres are the controlling party of the company by virture of their directorships and shareholdings.,1
nameparententity,Mr Subothanan Rasaratinam  ,1
nameparententity,Mr T L Rees is sole director and shareholder.,1
nameparententity,Mr T Roberts and Mrs S Roberts each hold a 50% interest in the issued share capital of the company and neither party is considered to have overall control.,1
nameparententity,Mr Thurairajah Kugarooban  ,1
nameparententity,Mr and Mrs Bertelsen are considered to be the ultimate controlling party by virtue of their ability to act in concert in respect of the operational and financial policies of the company,1
nameparententity,Mr. A H Khokhar is ultimate controlling party by virtue of shares.,1
nameparententity,"Mr. D. O'Sullivan and Mrs. J. O'Sullivan, the directors of the company at the Balance Sheet date, own 51% and 49% respectively of the issued share capital of the company.",1
nameparententity,Mr. Ishaque Ahmad Chaudhary is the sole director and shareholder of the company and manages day to day operations of Express Food London Ltd.,1
nameparententity,"Mr. L. J. Thomas, the company's sole director and shareholder controls the activities of the company",1
nameparententity,Mr. M. Tams and Mr. D. Millward are directors of the company and each own 50% of the issued share capital of the company.,1
nameparententity,Mrs A. M. Bridge Mr G Bridge ,1
nameparententity,"Mrs Guldzhan Vorona - 50%, Mr Volodymyr Vorona - 50%",1
nameparententity,Mrs J A Buckingham  ,1
nameparententity,Mrs J Mulcahy is the controlling party by virtue of her 100% shareholding.,1
nameparententity,Mrs J. Sansome is considered to be the ultimate controlling party by virtue of her being the sole director and the sole shareholder.,1
nameparententity,Mrs J. Watling  ,1
nameparententity,Mrs K Andersson  ,1
nameparententity,Mrs L Hesketh is the ultimate controlling party by virtue of her majority shareholding.,1
nameparententity,"Mrs N J Mongon, Managing Director and shareholder.",1
nameparententity,Mrs R Gierula  ,1
nameparententity,Mrs R Harbach & Mrs N Compton are the controlling party by virtue of their directorships and shareholdings in the company.,1
nameparententity,Mrs S Coetzer is the ultimate controlling party of Concept 55 Consulting Limited by virtue of her directorship and shareholding in the company.,1
nameparententity,Mrs Sandeep Kaur is the ultimate controlling party,1
nameparententity,"Mrs. S. Bailie and Mrs. L. Alexander, the directors of the company at the Balance Sheet date, each own 50% of the issued share capital of the company.",1
nameparententity,Ms Anita Roberts is the ultimate controlling party by virtue of her 100% ownership of the issued share capital of the company.,1
nameparententity,Ms C Moore is the ultimate controlling party by virtue of a majority interest in the issued ordinary shares.,1
nameparententity,"Ms E. Petzen, a director of the Company, controls the Company as a result of controlling, directly or indirectly, 100 per cent of the issued share capital of the Company.",1
nameparententity,Ms Yvette Keen. Director,1
nameparententity,Muhammad Danish Aqeel  ,1
nameparententity,Muhammad Umair - Company Director is ultimate controlling party of ARM Design and Build Limited. Minal Investments own's 100% shareholding in ARM Design & Build Limited.,1
nameparententity,N Millstone controls the company by virture of his 100% holding of the issued share capital.,1
nameparententity,Nathan Forder is the controlling party,1
nameparententity,Neil Reed  ,1
nameparententity,New Topco 1 Limited,1
nameparententity,New York Holdings Limited,1
nameparententity,Ninian Heron  ,1
nameparententity,No one party controls the company.,1
nameparententity,No one party has complete control of the company.,2
nameparententity,No one person controls the company.,1
nameparententity,No one person has control of the company.,1
nameparententity,No party has overall control of the company.,1
nameparententity,No single party controls the company.,217
nameparententity,Norman Cooke,1
nameparententity,Oakhill Property Holdings Limited,1
nameparententity,Oluwagbenga Adenubi  ,1
nameparententity,On-Point Connect AG,1
nameparententity,"Orchard Limited, both companies owning 50% each of the share ",1
nameparententity,Owns 100% of the Ordinary Share capital of Map Maison Ltd,1
nameparententity,P S Gregory  ,1
nameparententity,"P V Kulikov, director, is the ultimate controlling party by virtue of his ownership of 100% of the company's issued share capital.",1
nameparententity,PF Solar Limited,1
nameparententity,"Papia Begum the director, controls the company by virtue of a controlling interest 100% of the issued ordinary share capital.",1
nameparententity,Patchworks Integration Limited,1
nameparententity,Patrick John Norris and Ms Magdalena Glowacka each hold 50% of the issued share capital of the company and it is therfore considered that there is no controlling party.,1
nameparententity,Paul Massey is the sole director and 100% shareholder.,1
nameparententity,Peoples Projects Consultancy is a wholly owned subsidiary of People's Projects Limited,1
nameparententity,Pervez Siddique  ,1
nameparententity,"Peter Winfield, a director and shareholder of the company is the ultimate controlling party.",1
nameparententity,Phil Kelly  ,1
nameparententity,Phoenix Spencer (Longstanton) Limited,1
nameparententity,Pneumatic and Electrical Holdings Limited,1
nameparententity,Poad Investments Limited,1
nameparententity,"Polytec Personnel Limited is a private company limited by shares incorporated in England and Wales, United Kingdom. The address of the registered office is Orwell House, Cowley Road, Cambridge, CB4 0PP. The nature of the company's operations continue to be that of employment agents for the supply of permanent and temporary engineering staff.",1
nameparententity,Premium Choice Limited,1
nameparententity,Professional Training Associates Ltd,1
nameparententity,Pub is The Hub,1
nameparententity,Pub is the Hub,1
nameparententity,QSP Holdings Limited,2
nameparententity,Quantum Claims Compensation Specialists Limited,1
nameparententity,R D Gross controls the company by virtue of his 75% holding of the issued share capital.,1
nameparententity,R Hailstones  ,2
nameparententity,R K Balakrishnan  ,1
nameparententity,R K K Panja  ,1
nameparententity,R.K. Panayotov  ,1
nameparententity,REJ Darby  ,1
nameparententity,RELIANCE CLAIMS LIMITED  ,1
nameparententity,RRDK Limited,1
nameparententity,Recordmaster Group Ltd  ,1
nameparententity,Relais & Chateaux Association,1
nameparententity,Ria Shah is the ultimate controlling party.,1
nameparententity,Richard Harvey Prinold  ,1
nameparententity,Richard Parker  ,1
nameparententity,Richard Quixley and Sylvia Quixley together control the company by virtue of their combined shareholding.,1
nameparententity,Roger Worth,1
nameparententity,S Billam is considered to be the ultimate controlling party by virtue of sole directorship and shareholding.,1
nameparententity,S C Gauld  ,1
nameparententity,"S Scott, who owns 100% of the issued share capital, is considered to be the controlling party.",1
nameparententity,S Wilkins  ,1
nameparententity,S. Bacon is the ultimate controlling party as he holds 100% of the total issued share capital.,1
nameparententity,S. Barringer  ,1
nameparententity,S.M. Galbraith  ,1
nameparententity,S.R. Wilson  ,1
nameparententity,Salumi Limited,1
nameparententity,Samas LLC,1
nameparententity,Sandy Gilmour  ,1
nameparententity,"Saturn Healthcare Limited is the 100% wholly owned subsidiary of Saturn Healthcare (Holdings) Ltd, Saturn Healthcare (Holdings) Limited is owned 50% by Buckworth Investments 2 Limited and 50% by T.O.M. Investments Limited. These two companies are owned by the directors of this company.",1
nameparententity,Saxon Lodge Care Limited owns 100% of the issued  share capital. ,1
nameparententity,Sharon Rassool  ,1
nameparententity,Shirley Boards is the sole director and the sole shareholder.,1
nameparententity,Shoby Investments Limited,1
nameparententity,Simon & Jenny Webster  ,1
nameparententity,Simon Backler is the sole director and the sole shareholder.,1
nameparententity,Simon Cokely is the controlling party,1
nameparententity,Simon Outtrim is the sole director and owns 100% of the share capital.,1
nameparententity,Simon R Middleton  ,1
nameparententity,Simon and Colette Crowther are the co directors and controlling parties,1
nameparententity,Skin Matrix Investments Limited,1
nameparententity,Specs Holding Limited,1
nameparententity,Sreeinvasan Natarajan  ,1
nameparententity,Stephen Clark and Sarah Booth together control the company by virtue of their combined shareholding.,2
nameparententity,Stephen Griffiths and Anita Griffiths together control the company by virtue of their combined shareholding.,1
nameparententity,Stoford Properties Limited,3
nameparententity,Strand Leisure Ltd,2
nameparententity,Stuart Lawrence is the sole director and 100% shareholder.,1
nameparententity,Stuart Lawrence is the sole shareholder and the sole director.,1
nameparententity,Sunwatt B.V.,1
nameparententity,Swayline Limited,1
nameparententity,"T Controlling party is J Halliday, by way of shareholding.",1
nameparententity,T McGough controls the company by virtue of his shareholding.,1
nameparententity,T P Barratt was the ultimate controlling party during the trading period,1
nameparententity,T T Macormac  ,1
nameparententity,T. P. Smeeton is the ultimate controlling party as he holds 75% of the total issued share capital.,1
nameparententity,Tayfun Duzen and Derya Duzen together control the company by virtue of their combined shareholding.,1
nameparententity,Terence Paul Williams,1
nameparententity,Terrence Hathaway is the company's controlling related party by virtue of his 100% shareholding in the company.,1
nameparententity,The Bar Company Cheltenham Ltd,2
nameparententity,The Company is 100% owned by Group West Ltd.,1
nameparententity,The Company is Controlled by the Directors who own 100% of the Called up Share Capital.,1
nameparententity,"The Company is a subsidiary of Enterprise Investment Exchange Limited which is the ultimate parent company incorporated in England and Wales.

The largest and smallest group in which the results of the company are consolidated is that headed by Enterprise Investment Exchange Limited, incorporated in England and Wales. The consolidated accounts of this company are not prepared.",1
nameparententity,"The Company is a subsidiary of Premier Sports Holdings Plc, a company registered in England and Wales. Premier Sports Holdings Plc has no ultimate controlling party.",1
nameparententity,"The Company is a wholly owned subsidiary of MF Equipment Limited, a company incorporated in England & Wales.  During the year under review the company was controlled by its director Mr Finch, also a director of the parent company.",1
nameparententity,The Company is controlled by A P Ripley,1
nameparententity,The Company is controlled by Anil Jobanputra.,1
nameparententity,The Company is controlled by Charlie Porter Esq.,1
nameparententity,The Company is controlled by Mr R Ali.,1
nameparententity,"The Company is controlled by Mr Ruban-Williams, the director and majority shareholder.",1
nameparententity,The Company is controlled by Mr S Silverman,1
nameparententity,The Company is controlled by Mr and Mrs Bruneau the directors,1
nameparententity,The Company is controlled by Mr. & Mrs. A. Owens who each hold 50% of the shares,1
nameparententity,"The Company is controlled by Mrs Huma Wasim, Mr Rasheel Rana and Mr Shaikh Wasim Ahmed by virtue of 40%, 50% and 10% share holding respectively. The company is also controlled by all three individuals by virtue of directorship as well.",1
nameparententity,The Company is controlled by its Director by virtue of his 100% shareholding.,1
nameparententity,"The Company is controlled by its director, Mrs H E Armstrong",1
nameparententity,The Company is controlled by its directors.,1
nameparententity,The Company is controlled by the Director who owns 100% of the called up share capital,1
nameparententity,The Company is controlled by the Director.,2
nameparententity,"The Company is controlled by the directors, Thomas Steven Lovell and Jonathan Witts who both own 50% of the issued share capital.",1
nameparententity,The Company is owned and controlled by its Directors.,1
nameparententity,"The Company is ultimately controlled by Mr. R. Martin & Mrs. V. Martin, who each hold 50% of the shareholdings.",1
nameparententity,The Company is ultimately controlled by its director by virtue of his shareholding.,1
nameparententity,The Company is under the control of the director Mr M Hunnable by virtue of his 100% shareholding.,1
nameparententity,The Company was controlled throughout the year by it's directors by virtue of the fact that they own all of the share capital.,1
nameparententity,The Company was under the control of Mr Miles throughout the year.  Mr Miles is sole Director and shareholder.,1
nameparententity,The Company was under the control of Mr N Hatton throughout the current and previous year.  Mr Hatton owns 60% of the issued share capitla and his wife owns the remaining 40%.,1
nameparententity,"The Company's immediate parent company is FRP Mercia Holdco Limited.  Its ultimate parent company is Averon Park Limited, whose registered office is the same as that of the Company.",1
nameparententity,The Controlling interest is held by the director,1
nameparententity,The Controlling party is Matt Friend who is sole director and owns all of the shares,1
nameparententity,"The Controlling party is Mr. C.E. Perez Gonzalez, the sole Director and Shareholder",1
nameparententity,The Director by virtue of their majority shareholding. ,3
nameparententity,The Director is the controlling party.,1
nameparententity,"The Director, Ashok Lal Bance, controls the company by virtue of his shareholding and Directorship.",1
nameparententity,"The Director, Ben Aldridge, controls the company by virtue of his shareholding and Directorship.",1
nameparententity,"The Director, Bruce Milligan, controls the company by virtue of his shareholding and Directorship. ",1
nameparententity,"The Director, Hakan Mesut Akoglu, controls the company by virtue of his shareholding and Directorship.",1
nameparententity,"The Director, Ian Peters, controls the company by virtue of his shareholding and Directorship.",1
nameparententity,"The Director, Irfan Shareef, controls the company by virtue of his shareholding and Directorship.",1
nameparententity,"The Director, Jonathan Miller, controls the company by virtue of his Shareholding and Directorship.",1
nameparententity,"The Director, Oliver Hart Barker, controls the company by virtue of his shareholding and Directorship.",1
nameparententity,"The Director, Saba Yazdani, controls the company by virtue of her shareholding and Directorship.",1
nameparententity,"The Director, Sezgin Pamuk, controls the company by virtue of his shareholding and directorship.",1
nameparententity,"The Director, Steven Cruise, controls the company by virtue of his shareholding and Directorship.",1
nameparententity,"The Director, Teresa Farrer, controls the company by virtue of her shareholding and Directorship.",1
nameparententity,"The Director, Tony Barker, controls the company by virtue of his shareholding and Directorship.",1
nameparententity,"The Director, Vincent Yam, controls the company by virtue of his shareholding and Directorship.",1
nameparententity,The Directors are the ultimate controlling party.,1
nameparententity,The Directors control the Company.,1
nameparententity,The Directors control the company bay way of their shareholding.,1
nameparententity,The Directors control the company by way of their shareholding.,1
nameparententity,"The Directors, David Williams and Myrto Williams together control the company by virtue of their combined shareholding and Directorship.",1
nameparententity,The Felix Project Charity is a company limited by guarantee and accordingly does not have a share capital.,1
nameparententity,The Harrison Stickle Group Limited,1
nameparententity,The JRW Group (No1) Limited (Company No.06527960),1
nameparententity,The McEwan Group Limited,1
nameparententity,The Parent company is Langley Abbey Estates Limited.  The ultimate controlling party is Mr C J W Townsend.,1
nameparententity,The Ultimate Controlling Party during the year was Sheik Nisar Ahmed.,1
nameparententity,The Ultimate Controlling Party is Mr AC Halford and Mrs L H Halford,1
nameparententity,The Ultimate Controlling Party is Mr David Allen Cox on the basis that he owns 100% of the shares.,1
nameparententity,The Ultimate Controlling Party is the director D Evans by virtue of his shareholding in Printbyte Ltd.,1
nameparententity,The Ultimate controlling party during the period was Mr Mohtisham Aziz. Mr Mohtisham Aziz owns 100% of the issued share capital.,1
nameparententity,The Ultimate controlling party is Mr A Benson and Mr G Hull by virtue of their 100% shareholding,1
nameparententity,The Ultimate controlling party is Sajid Mahmood and Rifat Mahmood owning 75% share capital.,1
nameparententity,The West Group (Fluid Power) Limited,2
nameparententity,The Workstation Holdings Ltd,1
nameparententity,"The beneficial owners have overall control of the company. Day to day operations are under the control of thedirector, M Harvey.The immediate parent company is Maelor Forest Nurseries Holdings Ltd by virtue of its 100% shareholding ofthe company.",1
nameparententity,The charity is run by a committee and there is no controlling party.,1
nameparententity,The company and group are ultimely controlled by Mr K A MacAulay who is the majority shareholder and director.,1
nameparententity,The company consider the directors E and J Mogg to be the ultimate controlling party. ,1
nameparententity,"The company considers RV Howett who controls its holding company, RH Property Services (Holdings) Limited, to be its controlling party.",1
nameparententity,The company considers the director to be its controlling party.,4
nameparententity,The company considers the directors D Lawrence and G Lawrence to be the ultimate controlling parties.,1
nameparententity,The company considers the directors to be its controlling parties.,1
nameparententity,The company considers the directors to be its controlling party.,3
nameparententity,"The company considers the ultimate controlling party to be M Dugdale, a director.",1
nameparententity,The company continued to be controlled by its director,1
nameparententity,The company continues to be under the joint and equal control of the eight shareholders.,1
nameparententity,"The company controlled by Miss Serif Musalar holding, 50% interest in Musalar and Co Accountants Limited",1
nameparententity,The company had no ultimate controlling party at the balance sheet date due to no person directly or indirectly owning a majority of the issued share capital.,1
nameparententity,The company has 3 shareholders with no one individual shareholder having control.,1
nameparententity,"The company has no controlling party but each of its directors T Seaman and E Tallaksen, have shareholdings in excess of 25% but below 50% of the issued share capital.",1
nameparententity,The company is ,1
nameparententity,"The company is 100% controlled by Mr A Tandel, its sole shareholder and director.",1
nameparententity,The company is a 100% subsidiary of Farr Vintners Limited.,1
